-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2022 
Location: Latitude  19.5138   Longitude -99.1285 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLOUD_AMT             CERES SYN1deg Cloud Amount (%) 
ALLSKY_SFC_UVA        CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB        CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
-END HEADER-
YEAR,MO,DY,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,CLOUD_AMT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB
2019,4,25,7.99,7.57,28.57,18.21,0.58
2019,4,26,7.52,6.56,35.97,15.9,0.51
2019,4,27,7.82,6.59,59.46,16.36,0.52
2019,4,28,7.0,4.25,86.68,10.16,0.31
2019,4,29,6.91,4.48,91.68,10.41,0.34
2019,4,30,7.3,5.69,43.26,13.8,0.44
2019,5,1,7.74,6.24,45.76,15.38,0.51
2019,5,2,7.72,6.39,40.8,15.68,0.49
2019,5,3,7.8,6.28,42.47,15.36,0.47
2019,5,4,7.85,5.56,61.34,13.88,0.44
2019,5,5,7.26,5.7,58.11,13.26,0.41
2019,5,6,7.46,6.51,69.73,14.89,0.45
2019,5,7,7.83,7.31,9.97,17.09,0.51
2019,5,8,8.25,8.13,2.96,19.23,0.59
2019,5,9,8.48,7.72,45.0,19.05,0.6
2019,5,10,8.03,7.93,7.49,18.56,0.59
2019,5,11,7.74,7.36,8.8,17.14,0.54
2019,5,12,7.68,6.91,19.77,16.27,0.52
2019,5,13,7.39,6.93,13.28,15.34,0.47
2019,5,14,7.55,7.38,7.51,16.57,0.51
2019,5,15,7.24,6.44,24.49,14.82,0.46
2019,5,16,7.01,5.52,47.46,12.65,0.4
2019,5,17,7.79,5.66,68.08,14.12,0.46
2019,5,18,8.0,6.95,48.16,17.48,0.54
2019,5,19,7.97,7.37,23.86,17.81,0.52
2019,5,20,8.07,7.26,36.01,18.23,0.55
2019,5,21,8.04,6.95,46.35,16.97,0.5
2019,5,22,7.81,6.67,51.27,16.42,0.49
2019,5,23,7.47,6.49,42.84,15.7,0.47
2019,5,24,7.74,5.86,53.8,15.0,0.48
2019,5,25,7.86,6.53,47.44,16.53,0.52
2019,5,26,8.1,6.85,39.88,17.79,0.56
2019,5,27,8.15,6.62,50.99,17.02,0.53
2019,5,28,7.82,6.0,65.91,15.43,0.48
2019,5,29,7.48,5.84,93.98,14.71,0.46
2019,5,30,7.36,6.36,60.99,15.5,0.48
2019,5,31,7.7,5.65,79.41,14.46,0.46
2019,6,1,7.7,5.7,76.58,14.66,0.46
2019,6,2,7.71,4.4,89.48,11.88,0.38
2019,6,3,7.47,3.82,84.48,10.3,0.33
2019,6,4,7.5,2.78,99.75,7.91,0.25
2019,6,5,7.47,3.35,93.19,9.3,0.3
2019,6,6,7.76,4.76,95.18,13.2,0.45
2019,6,7,7.63,6.16,92.91,15.62,0.52
2019,6,8,8.0,6.87,67.45,17.48,0.56
2019,6,9,8.24,7.97,25.59,19.2,0.59
2019,6,10,8.1,7.45,84.22,18.19,0.56
2019,6,11,8.09,6.41,58.56,16.57,0.51
2019,6,12,7.8,6.07,58.7,15.58,0.48
2019,6,13,7.87,4.08,96.61,11.18,0.35
2019,6,14,7.93,5.43,83.41,14.46,0.45
2019,6,15,8.13,6.89,66.6,17.81,0.55
2019,6,16,8.12,6.81,58.03,17.23,0.52
2019,6,17,7.97,6.88,68.83,17.42,0.54
2019,6,18,7.78,5.95,84.65,15.2,0.48
2019,6,19,7.74,4.88,84.17,12.85,0.41
2019,6,20,7.93,6.08,86.73,16.02,0.52
2019,6,21,7.91,5.91,87.15,15.64,0.49
2019,6,22,7.22,4.55,98.02,11.59,0.37
2019,6,23,7.52,4.65,86.38,12.25,0.39
2019,6,24,7.82,4.05,96.56,11.4,0.36
2019,6,25,7.78,3.89,98.1,10.77,0.35
2019,6,26,7.52,4.76,83.96,12.45,0.39
2019,6,27,8.04,6.79,58.21,17.64,0.55
2019,6,28,8.21,7.16,46.09,18.64,0.58
2019,6,29,8.23,6.85,40.02,17.95,0.55
2019,6,30,8.12,5.55,65.34,14.87,0.47
2019,7,1,7.75,4.28,94.75,11.74,0.36
2019,7,2,7.74,4.84,79.68,12.66,0.38
2019,7,3,7.95,5.14,79.98,14.08,0.45
2019,7,4,7.86,5.97,72.73,15.62,0.48
2019,7,5,8.01,7.04,78.95,17.84,0.56
2019,7,6,8.09,6.95,55.8,17.75,0.55
2019,7,7,8.01,6.9,43.77,17.45,0.53
2019,7,8,7.83,6.06,52.32,15.66,0.48
2019,7,9,7.88,6.43,73.9,16.77,0.52
2019,7,10,7.82,5.32,82.94,14.26,0.46
2019,7,11,7.88,4.74,95.62,12.85,0.41
2019,7,12,7.64,4.7,90.95,12.62,0.39
2019,7,13,7.66,4.19,97.21,11.52,0.38
2019,7,14,7.81,5.91,75.71,15.38,0.48
2019,7,15,7.95,6.69,66.24,17.09,0.54
2019,7,16,7.92,6.8,59.12,17.27,0.54
2019,7,17,7.64,4.2,87.42,11.1,0.34
2019,7,18,7.83,5.74,78.93,15.03,0.48
2019,7,19,7.89,5.4,81.99,14.45,0.47
2019,7,20,7.68,4.95,95.43,13.03,0.42
2019,7,21,7.48,4.93,86.55,12.63,0.39
2019,7,22,7.83,5.9,74.89,15.45,0.48
2019,7,23,7.84,5.55,72.9,14.52,0.45
2019,7,24,7.79,4.69,84.88,12.65,0.4
2019,7,25,7.67,3.23,98.4,9.16,0.3
2019,7,26,7.63,3.24,95.16,9.33,0.3
2019,7,27,7.89,6.46,74.2,16.84,0.55
2019,7,28,7.91,6.77,49.17,17.34,0.55
2019,7,29,7.9,5.28,64.59,13.86,0.43
2019,7,30,7.82,5.94,68.19,15.39,0.48
2019,7,31,7.96,6.87,53.22,17.87,0.55
2019,8,1,8.05,7.42,33.97,19.08,0.58
2019,8,2,8.1,6.96,51.66,18.17,0.57
2019,8,3,7.95,6.96,51.18,17.7,0.55
2019,8,4,7.86,6.06,65.28,15.89,0.5
2019,8,5,7.54,4.38,96.4,11.66,0.38
2019,8,6,7.64,4.14,92.56,11.18,0.35
2019,8,7,7.68,4.42,93.49,12.08,0.38
2019,8,8,7.88,6.42,79.94,16.99,0.54
2019,8,9,7.76,5.8,87.96,15.2,0.49
2019,8,10,7.63,5.91,82.02,15.41,0.49
2019,8,11,7.78,5.63,82.77,15.12,0.5
2019,8,12,7.83,6.3,76.98,16.55,0.52
2019,8,13,7.81,6.55,53.5,17.05,0.53
2019,8,14,7.84,7.02,61.77,18.09,0.56
2019,8,15,7.91,7.01,57.02,17.98,0.56
2019,8,16,7.7,7.11,55.22,18.08,0.56
2019,8,17,7.7,5.84,80.16,15.4,0.5
2019,8,18,7.62,6.41,71.57,16.37,0.52
2019,8,19,7.48,5.13,87.45,13.41,0.42
2019,8,20,7.95,6.67,74.36,17.34,0.55
2019,8,21,7.73,5.7,69.21,14.88,0.46
2019,8,22,7.56,4.39,92.07,12.11,0.4
2019,8,23,7.48,4.81,88.52,13.07,0.42
2019,8,24,7.35,5.77,77.72,14.95,0.48
2019,8,25,7.53,5.93,79.54,15.46,0.5
2019,8,26,7.38,5.07,96.47,13.38,0.43
2019,8,27,7.51,5.95,90.9,15.48,0.5
2019,8,28,7.76,6.78,56.76,17.52,0.55
2019,8,29,7.77,7.2,45.3,18.3,0.58
2019,8,30,7.78,7.0,33.65,17.7,0.57
2019,8,31,7.7,7.42,9.36,18.68,0.59
2019,9,1,7.73,7.5,22.22,18.69,0.59
2019,9,2,7.74,6.65,38.66,16.82,0.52
2019,9,3,7.71,6.45,60.15,16.58,0.52
2019,9,4,7.35,4.1,78.45,10.93,0.35
2019,9,5,7.35,5.27,84.37,13.78,0.45
2019,9,6,7.22,5.41,84.45,13.64,0.43
2019,9,7,7.38,5.29,78.2,13.62,0.43
2019,9,8,7.53,6.31,64.11,16.41,0.52
2019,9,9,7.26,5.35,88.48,13.84,0.44
2019,9,10,7.13,4.03,96.25,10.94,0.35
2019,9,11,7.27,5.19,80.06,13.56,0.44
2019,9,12,7.02,4.58,86.89,12.12,0.4
2019,9,13,7.1,3.34,94.36,9.38,0.3
2019,9,14,7.29,4.1,87.54,11.41,0.36
2019,9,15,7.48,6.38,67.95,16.39,0.52
2019,9,16,7.3,5.84,65.17,15.11,0.48
2019,9,17,7.06,5.65,79.94,14.47,0.46
2019,9,18,6.99,4.11,97.06,10.96,0.35
2019,9,19,7.06,4.43,92.16,11.81,0.39
2019,9,20,7.04,5.66,76.82,14.25,0.46
2019,9,21,7.26,6.7,46.66,16.66,0.52
2019,9,22,7.24,6.11,44.69,15.59,0.49
2019,9,23,7.34,6.85,35.15,17.1,0.54
2019,9,24,6.95,5.49,63.99,13.95,0.42
2019,9,25,6.8,4.0,88.64,10.54,0.32
2019,9,26,6.87,6.18,55.66,15.49,0.48
2019,9,27,7.17,6.43,68.94,16.16,0.5
2019,9,28,6.69,4.32,91.79,11.3,0.37
2019,9,29,6.58,3.07,99.02,8.53,0.27
2019,9,30,6.83,3.72,96.52,10.21,0.34
2019,10,1,6.79,5.14,77.9,13.34,0.41
2019,10,2,6.99,6.32,60.23,16.14,0.48
2019,10,3,6.89,6.01,71.56,15.14,0.46
2019,10,4,6.88,5.33,77.45,13.89,0.43
2019,10,5,6.9,5.96,61.12,15.24,0.47
2019,10,6,7.01,6.45,42.66,16.1,0.48
2019,10,7,7.02,6.07,52.62,15.49,0.46
2019,10,8,6.88,3.3,81.41,9.23,0.27
2019,10,9,6.84,5.99,85.62,15.34,0.47
2019,10,10,6.63,5.07,86.7,13.32,0.41
2019,10,11,6.69,6.13,54.38,15.36,0.46
2019,10,12,6.69,4.73,81.42,12.52,0.38
2019,10,13,6.64,6.04,53.31,15.07,0.45
2019,10,14,6.64,6.31,25.75,15.62,0.45
2019,10,15,6.49,5.93,66.46,14.72,0.43
2019,10,16,6.17,3.02,99.42,8.38,0.25
2019,10,17,6.23,2.24,98.94,6.73,0.2
2019,10,18,6.15,3.54,96.13,9.51,0.28
2019,10,19,6.09,4.32,78.85,10.98,0.32
2019,10,20,6.05,4.66,85.47,11.66,0.34
2019,10,21,6.4,5.19,61.91,13.14,0.39
2019,10,22,5.91,3.69,86.63,9.52,0.28
2019,10,23,6.16,4.8,72.46,12.44,0.37
2019,10,24,6.2,4.71,68.02,12.1,0.35
2019,10,25,5.95,3.3,86.59,8.87,0.26
2019,10,26,5.87,3.66,92.93,9.52,0.27
2019,10,27,5.77,3.92,86.5,9.96,0.28
2019,10,28,6.02,4.67,74.56,12.03,0.34
2019,10,29,5.91,4.17,90.3,10.84,0.3
2019,10,30,5.88,4.15,91.72,10.78,0.31
2019,10,31,5.91,4.24,86.83,10.95,0.32
2019,11,1,6.02,4.93,79.73,12.41,0.36
2019,11,2,5.8,3.07,83.81,8.16,0.23
2019,11,3,5.88,4.17,86.54,10.66,0.3
2019,11,4,5.71,4.6,71.52,11.59,0.33
2019,11,5,5.79,4.68,59.63,11.66,0.34
2019,11,6,5.91,4.91,61.92,12.27,0.36
2019,11,7,6.09,5.93,20.01,14.23,0.4
2019,11,8,6.02,5.57,40.41,13.41,0.36
2019,11,9,6.0,5.4,59.21,13.39,0.37
2019,11,10,5.85,5.06,50.77,12.66,0.34
2019,11,11,5.74,4.67,64.46,11.71,0.33
2019,11,12,5.58,4.13,78.97,10.55,0.3
2019,11,13,5.68,3.85,88.7,10.12,0.29
2019,11,14,5.64,4.58,80.84,11.5,0.31
2019,11,15,5.65,3.95,90.0,10.32,0.29
2019,11,16,5.55,3.75,74.2,9.59,0.27
2019,11,17,5.57,4.37,54.48,10.97,0.3
2019,11,18,5.38,4.55,77.22,11.39,0.31
2019,11,19,5.46,4.56,55.95,11.24,0.3
2019,11,20,5.38,4.39,73.01,10.83,0.28
2019,11,21,5.42,4.68,56.11,11.35,0.3
2019,11,22,5.39,5.2,37.77,12.36,0.32
2019,11,23,5.31,4.98,56.28,11.95,0.32
2019,11,24,5.33,4.78,41.24,11.56,0.31
2019,11,25,5.44,5.01,29.48,12.03,0.32
2019,11,26,5.32,4.36,46.99,10.42,0.27
2019,11,27,5.36,5.12,16.64,12.02,0.32
2019,11,28,5.54,5.57,2.91,12.91,0.34
2019,11,29,5.51,5.12,35.19,12.35,0.33
2019,11,30,5.37,5.14,31.34,12.02,0.31
2019,12,1,5.38,5.39,14.4,12.3,0.33
2019,12,2,5.54,5.25,20.66,12.28,0.33
2019,12,3,5.45,5.33,10.23,12.56,0.33
2019,12,4,5.53,5.48,5.01,12.54,0.31
2019,12,5,5.52,5.49,4.05,12.42,0.3
2019,12,6,5.51,5.54,2.22,12.45,0.3
2019,12,7,5.53,5.58,1.93,12.5,0.3
2019,12,8,5.47,5.5,2.95,12.48,0.3
2019,12,9,5.46,5.48,3.45,12.32,0.29
2019,12,10,5.29,5.22,14.09,11.77,0.27
2019,12,11,5.32,4.92,51.55,11.7,0.28
2019,12,12,5.29,4.9,62.17,11.77,0.3
2019,12,13,5.38,5.3,12.89,12.31,0.3
2019,12,14,5.68,5.71,1.32,12.87,0.31
2019,12,15,5.55,5.53,2.92,12.6,0.3
2019,12,16,5.47,5.24,25.13,12.03,0.3
2019,12,17,5.03,4.57,50.16,10.5,0.26
2019,12,18,5.25,4.11,62.12,10.02,0.25
2019,12,19,5.39,5.1,35.3,12.06,0.29
2019,12,20,5.03,3.06,94.8,7.7,0.19
2019,12,21,5.15,2.82,91.1,7.42,0.19
2019,12,22,5.29,3.05,72.85,8.15,0.21
2019,12,23,5.41,4.69,38.49,11.47,0.27
2019,12,24,5.37,5.23,9.94,12.3,0.29
2019,12,25,5.22,5.25,1.9,12.1,0.28
2019,12,26,5.26,5.0,16.06,11.77,0.27
2019,12,27,5.23,4.88,12.49,11.52,0.26
2019,12,28,5.2,4.18,70.49,10.2,0.24
2019,12,29,5.12,3.14,83.67,8.09,0.2
2019,12,30,5.31,5.16,6.07,12.26,0.3
2019,12,31,5.3,5.27,13.01,12.47,0.31
2020,1,1,5.05,4.95,24.44,11.73,0.3
2020,1,2,5.38,3.92,77.4,9.88,0.26
2020,1,3,5.47,4.13,90.12,10.05,0.27
2020,1,4,5.52,5.25,31.28,12.27,0.31
2020,1,5,5.72,5.74,3.75,13.45,0.34
2020,1,6,5.63,5.62,17.83,13.15,0.33
2020,1,7,5.55,5.09,46.68,11.9,0.3
2020,1,8,5.52,5.52,7.22,12.82,0.31
2020,1,9,5.47,5.45,8.59,12.61,0.3
2020,1,10,5.55,5.48,7.07,12.73,0.31
2020,1,11,5.53,5.47,18.27,12.88,0.31
2020,1,12,5.63,5.2,21.53,12.36,0.3
2020,1,13,5.57,5.45,7.51,12.8,0.33
2020,1,14,5.58,5.51,9.26,12.63,0.33
2020,1,15,5.45,5.24,21.76,12.25,0.32
2020,1,16,5.52,5.19,42.93,12.38,0.33
2020,1,17,5.53,4.88,54.88,11.6,0.3
2020,1,18,5.47,4.19,73.42,10.22,0.27
2020,1,19,5.44,2.25,93.7,6.22,0.17
2020,1,20,5.43,2.49,83.3,6.72,0.19
2020,1,21,5.77,5.11,27.34,12.34,0.3
2020,1,22,5.65,4.77,24.54,11.59,0.27
2020,1,23,5.53,2.89,85.05,7.73,0.19
2020,1,24,5.57,3.81,70.64,9.62,0.23
2020,1,25,5.66,5.0,44.03,12.09,0.28
2020,1,26,5.59,4.25,52.73,10.61,0.26
2020,1,27,5.81,5.79,16.81,13.38,0.31
2020,1,28,5.95,5.64,44.55,13.06,0.31
2020,1,29,5.93,5.95,18.41,13.8,0.33
2020,1,30,5.85,4.64,74.56,11.57,0.3
2020,1,31,5.8,4.64,74.89,11.48,0.3
2020,2,1,5.86,4.1,90.9,10.48,0.28
2020,2,2,5.91,4.08,92.31,10.41,0.29
2020,2,3,5.81,4.0,87.4,10.17,0.28
2020,2,4,5.95,3.74,76.79,9.86,0.28
2020,2,5,5.68,2.48,89.32,6.88,0.2
2020,2,6,6.48,6.0,53.38,14.18,0.4
2020,2,7,6.48,5.57,70.65,13.55,0.38
2020,2,8,6.23,6.02,17.72,13.91,0.38
2020,2,9,6.23,6.24,1.59,14.66,0.38
2020,2,10,6.3,6.27,5.73,14.74,0.39
2020,2,11,6.27,6.16,9.31,14.55,0.39
2020,2,12,6.11,6.13,10.45,14.08,0.38
2020,2,13,6.16,5.36,31.16,12.8,0.34
2020,2,14,6.26,5.52,32.41,13.49,0.37
2020,2,15,6.3,5.5,35.6,13.64,0.38
2020,2,16,6.42,6.06,25.02,14.21,0.4
2020,2,17,6.68,6.69,3.63,15.81,0.46
2020,2,18,6.69,6.7,2.02,15.48,0.45
2020,2,19,6.72,6.74,2.06,15.62,0.45
2020,2,20,6.4,6.4,9.2,14.42,0.4
2020,2,21,6.77,6.51,22.45,15.9,0.47
2020,2,22,6.8,6.67,17.22,16.23,0.48
2020,2,23,6.67,6.39,12.09,15.4,0.45
2020,2,24,6.57,6.54,3.29,15.3,0.42
2020,2,25,6.71,6.65,17.38,15.44,0.43
2020,2,26,6.55,6.19,14.88,14.91,0.41
2020,2,27,6.84,6.64,33.1,16.2,0.45
2020,2,28,7.01,6.68,19.16,16.41,0.46
2020,2,29,6.91,6.67,7.59,16.12,0.45
2020,3,1,6.7,6.08,29.17,14.93,0.42
2020,3,2,6.8,5.39,31.04,13.26,0.38
2020,3,3,7.11,7.1,2.4,17.11,0.48
2020,3,4,7.34,7.3,10.78,17.68,0.5
2020,3,5,6.85,5.73,65.95,13.8,0.4
2020,3,6,7.17,5.59,69.66,13.95,0.41
2020,3,7,7.22,6.27,59.27,15.7,0.46
2020,3,8,7.22,6.55,52.87,16.52,0.48
2020,3,9,7.1,6.73,37.35,16.29,0.48
2020,3,10,6.95,6.2,44.95,15.17,0.45
2020,3,11,6.97,5.47,48.85,13.59,0.42
2020,3,12,7.04,6.19,39.73,15.38,0.47
2020,3,13,6.98,5.89,49.34,14.79,0.45
2020,3,14,6.96,5.96,53.62,14.73,0.45
2020,3,15,7.18,6.38,47.29,15.93,0.48
2020,3,16,6.85,4.58,66.75,11.32,0.34
2020,3,17,7.27,6.02,35.59,15.09,0.47
2020,3,18,7.16,5.5,48.21,13.98,0.45
2020,3,19,7.17,6.42,42.52,15.95,0.48
2020,3,20,7.1,6.42,34.75,15.7,0.47
2020,3,21,7.17,6.06,74.88,15.22,0.47
2020,3,22,7.38,6.98,15.76,17.34,0.52
2020,3,23,7.58,7.46,4.91,17.75,0.52
2020,3,24,7.63,7.59,3.16,18.11,0.52
2020,3,25,7.68,7.57,4.65,17.96,0.53
2020,3,26,7.72,7.67,2.77,18.2,0.55
2020,3,27,7.73,7.63,3.48,18.33,0.55
2020,3,28,7.7,7.45,14.3,17.97,0.54
2020,3,29,7.07,6.81,11.33,15.93,0.48
2020,3,30,7.56,7.35,14.08,17.84,0.55
2020,3,31,7.11,6.83,23.57,16.2,0.49
2020,4,1,7.3,5.96,56.64,14.68,0.44
2020,4,2,7.54,6.01,49.99,15.23,0.47
2020,4,3,7.59,5.78,54.97,14.64,0.46
2020,4,4,7.45,6.22,69.85,15.46,0.48
2020,4,5,7.61,6.57,43.53,16.26,0.5
2020,4,6,7.81,6.44,29.91,16.09,0.48
2020,4,7,7.78,6.66,44.66,16.5,0.49
2020,4,8,7.79,6.76,49.37,16.67,0.5
2020,4,9,7.61,6.65,39.75,16.06,0.48
2020,4,10,7.93,7.1,22.69,17.55,0.54
2020,4,11,8.03,7.85,10.35,19.34,0.59
2020,4,12,8.13,7.45,46.24,18.56,0.59
2020,4,13,8.13,8.0,6.16,19.8,0.62
2020,4,14,7.96,7.7,12.41,18.84,0.59
2020,4,15,7.77,7.15,31.97,17.38,0.54
2020,4,16,7.74,6.97,29.16,16.95,0.52
2020,4,17,7.61,6.16,75.55,14.93,0.45
2020,4,18,7.65,6.52,36.4,15.84,0.48
2020,4,19,7.51,6.38,37.08,15.59,0.48
2020,4,20,7.64,6.88,43.13,16.82,0.53
2020,4,21,7.47,5.81,59.37,14.41,0.46
2020,4,22,7.92,6.35,52.15,16.21,0.52
2020,4,23,7.96,6.72,42.91,16.59,0.52
2020,4,24,7.72,6.25,70.55,15.3,0.48
2020,4,25,6.98,5.31,60.95,12.11,0.36
2020,4,26,7.52,5.7,76.76,14.32,0.45
2020,4,27,7.92,7.17,33.72,17.61,0.55
2020,4,28,7.95,6.02,50.74,15.56,0.48
2020,4,29,7.94,6.62,73.2,16.41,0.5
2020,4,30,7.97,6.41,59.75,16.61,0.52
2020,5,1,7.96,5.66,45.2,14.34,0.42
2020,5,2,8.14,7.59,13.84,19.14,0.52
2020,5,3,8.22,7.72,15.11,19.52,0.58
2020,5,4,8.05,7.0,39.13,17.62,0.54
2020,5,5,7.7,6.03,55.11,14.91,0.45
2020,5,6,7.62,6.76,50.54,16.45,0.48
2020,5,7,7.52,5.1,61.5,13.33,0.4
2020,5,8,7.76,5.37,52.19,13.67,0.39
2020,5,9,7.65,5.73,60.35,14.54,0.42
2020,5,10,8.0,6.13,56.05,15.83,0.47
2020,5,11,7.59,5.51,60.51,14.11,0.43
2020,5,12,7.69,6.71,24.48,16.59,0.51
2020,5,13,7.88,6.62,27.93,16.2,0.5
2020,5,14,7.83,6.85,31.57,16.3,0.5
2020,5,15,7.93,6.92,22.76,16.27,0.48
2020,5,16,8.22,7.81,9.73,19.32,0.59
2020,5,17,7.93,6.87,64.53,16.76,0.52
2020,5,18,8.03,6.66,53.23,16.66,0.53
2020,5,19,8.28,6.64,39.34,16.9,0.53
2020,5,20,7.58,5.96,42.95,13.95,0.42
2020,5,21,7.56,6.11,35.11,14.52,0.44
2020,5,22,8.14,7.25,22.24,18.01,0.55
2020,5,23,8.2,6.7,33.94,17.0,0.51
2020,5,24,8.36,7.52,20.41,18.77,0.57
2020,5,25,8.45,8.35,2.43,20.61,0.61
2020,5,26,8.24,8.11,12.44,19.48,0.57
2020,5,27,7.43,6.69,32.46,15.78,0.47
2020,5,28,7.87,6.31,46.64,15.41,0.46
2020,5,29,7.78,5.87,32.96,14.71,0.43
2020,5,30,7.87,6.16,56.39,15.35,0.45
2020,5,31,7.9,4.89,64.86,12.7,0.38
2020,6,1,7.82,6.16,56.38,15.69,0.49
2020,6,2,8.27,7.01,40.27,18.06,0.58
2020,6,3,8.23,6.3,40.95,16.39,0.5
2020,6,4,8.28,7.82,19.59,19.59,0.6
2020,6,5,8.44,7.84,23.48,20.32,0.63
2020,6,6,7.98,6.31,45.52,16.16,0.49
2020,6,7,7.87,5.14,76.05,13.66,0.41
2020,6,8,8.04,6.15,74.2,16.12,0.49
2020,6,9,8.05,6.89,70.89,17.95,0.55
2020,6,10,8.0,6.84,91.94,17.66,0.57
2020,6,11,7.57,4.55,90.73,11.91,0.38
2020,6,12,8.1,6.39,72.9,17.13,0.55
2020,6,13,8.36,8.18,18.05,20.57,0.63
2020,6,14,8.38,8.23,7.24,20.46,0.61
2020,6,15,8.42,8.22,10.22,20.34,0.62
2020,6,16,8.23,7.69,17.34,19.39,0.59
2020,6,17,8.13,7.08,32.79,17.95,0.55
2020,6,18,8.08,6.66,65.9,16.89,0.52
2020,6,19,8.09,7.01,71.84,18.14,0.56
2020,6,20,7.88,6.12,73.18,16.06,0.51
2020,6,21,7.53,5.32,93.49,13.84,0.44
2020,6,22,7.69,3.39,98.91,9.85,0.33
2020,6,23,7.84,4.09,95.51,11.32,0.35
2020,6,24,7.64,3.47,99.62,9.87,0.31
2020,6,25,7.57,3.77,99.19,10.49,0.34
2020,6,26,7.87,5.91,77.71,15.59,0.49
2020,6,27,7.83,7.02,68.45,17.64,0.55
2020,6,28,7.83,6.58,64.8,16.78,0.52
2020,6,29,7.88,6.49,72.6,16.69,0.51
2020,6,30,7.67,5.33,89.64,13.87,0.44
2020,7,1,7.47,5.59,87.4,14.27,0.45
2020,7,2,7.99,6.71,67.24,17.27,0.55
2020,7,3,8.19,7.1,56.34,18.54,0.58
2020,7,4,8.03,6.13,65.18,16.2,0.51
2020,7,5,7.85,5.24,69.97,14.1,0.45
2020,7,6,7.83,5.27,90.84,14.27,0.46
2020,7,7,7.71,5.45,81.42,14.28,0.44
2020,7,8,7.74,3.7,97.92,10.1,0.3
2020,7,9,7.97,4.47,95.73,12.41,0.41
2020,7,10,8.08,7.41,58.07,18.97,0.6
2020,7,11,7.77,4.37,96.08,11.66,0.36
2020,7,12,8.14,7.03,66.86,18.45,0.59
2020,7,13,8.07,7.08,44.48,18.23,0.57
2020,7,14,7.74,6.47,60.16,16.73,0.54
2020,7,15,7.94,6.01,80.15,15.87,0.52
2020,7,16,8.0,7.41,45.01,18.86,0.59
2020,7,17,7.82,6.83,47.79,17.18,0.55
2020,7,18,7.9,6.27,64.93,16.43,0.51
2020,7,19,7.83,5.7,61.15,15.05,0.48
2020,7,20,7.98,6.59,74.45,17.36,0.57
2020,7,21,7.8,6.17,79.52,16.35,0.53
2020,7,22,7.83,6.31,71.59,16.39,0.52
2020,7,23,7.76,6.02,80.45,15.6,0.49
2020,7,24,7.83,6.31,69.88,16.35,0.52
2020,7,25,7.75,5.87,91.76,15.3,0.5
2020,7,26,7.55,4.77,98.28,12.69,0.41
2020,7,27,6.98,4.77,97.38,11.77,0.38
2020,7,28,7.53,4.4,98.12,11.87,0.39
2020,7,29,7.45,3.91,97.93,10.62,0.35
2020,7,30,7.88,6.38,70.65,16.77,0.55
2020,7,31,7.65,4.57,82.25,12.33,0.41
2020,8,1,7.75,4.36,91.05,12.03,0.4
2020,8,2,7.51,5.17,83.05,13.62,0.46
2020,8,3,7.8,4.77,87.91,13.02,0.42
2020,8,4,7.81,5.88,84.32,15.67,0.52
2020,8,5,7.81,6.58,60.99,17.03,0.56
2020,8,6,8.0,6.72,49.51,17.66,0.59
2020,8,7,8.03,6.96,44.52,18.03,0.56
2020,8,8,7.38,3.68,98.83,10.16,0.34
2020,8,9,7.52,4.26,90.91,11.69,0.4
2020,8,10,7.74,5.22,81.9,14.16,0.48
2020,8,11,7.76,6.06,79.85,16.1,0.53
2020,8,12,7.62,4.31,95.85,12.02,0.41
2020,8,13,7.82,4.93,98.12,13.34,0.43
2020,8,14,7.87,6.35,68.15,16.67,0.54
2020,8,15,7.76,5.9,70.41,15.52,0.5
2020,8,16,7.59,5.57,85.7,14.66,0.47
2020,8,17,7.6,6.03,57.73,15.58,0.5
2020,8,18,7.69,5.64,79.05,15.02,0.48
2020,8,19,7.51,5.15,79.64,13.8,0.45
2020,8,20,7.65,4.9,94.08,13.4,0.44
2020,8,21,7.73,6.48,52.74,16.73,0.53
2020,8,22,7.72,7.01,30.94,17.74,0.55
2020,8,23,7.64,6.67,68.12,16.64,0.52
2020,8,24,7.3,4.33,96.15,11.45,0.36
2020,8,25,7.16,3.32,89.94,9.2,0.3
2020,8,26,7.55,4.67,90.55,12.59,0.41
2020,8,27,7.33,3.63,98.87,9.97,0.33
2020,8,28,7.58,5.91,70.72,15.42,0.5
2020,8,29,7.35,4.88,91.2,12.87,0.41
2020,8,30,7.45,5.45,91.9,14.27,0.46
2020,8,31,7.68,6.22,73.91,16.13,0.52
2020,9,1,7.63,6.79,46.73,17.11,0.54
2020,9,2,7.59,7.19,25.27,17.83,0.57
2020,9,3,7.59,7.06,30.75,17.66,0.56
2020,9,4,7.36,3.88,76.94,10.59,0.34
